title,desc,date,link
代表建议：对制售假冒伪劣食品零容忍,...那样，送医疗下乡，让城里有技术、医术高的医生定期下乡，给村民看病开方。全国人大代表迟夙生建议，应该进一步降低对制售假冒伪劣食品者追究刑事责任的立案标准，甚至应该对其零容忍。迟夙生：对刑法关于假冒伪劣食品的定罪标准，现在法律还规定是五万元钱，才构成犯罪。我们认为对食品的安全我们一定要把它上升到很高的一个高度，甚至是零容忍。所以我们这次建议，降...,2012-03-06 20:45,http://www.njdaily.cn/2012/0306/99651.shtml
中国去年查处销售假冒伪劣商品案值12.7亿元,南报网讯 中国国家工商总局13日披露，2011年，中国工商系统共查处销售假冒伪劣商品案件10.2万件，案值12.7亿元人民币。中国国家工商总局表示，2011年，中国流通领域商品质量监管和...活动。根据质检等部门的通报，有针对性地组织开展不锈钢压力锅、饮用水水桶等质量的监督检查，依法查处销售假冒伪劣和不合格商品违法行为。国家工商总局表示，流通领域商品质量监测进一步规范，组织各地对家用电器、汽车配件和...,2012-03-13 13:13,http://www.njdaily.cn/2012/0313/103157.shtml
广西侦破一宗销售假冒伪劣产品案 涉案1.5亿元,南报网讯 记者日前从广西河池市公安局获悉，经过5个多月的调查取证，河池市公安局成功破获了一宗特大销售假冒伪劣产品案，涉案金额达1.5亿元人民币。目前，这个犯罪团伙的12名骨干成员已被警方刑拘。据介绍，...1.5亿元。警方经过5个多月的调查取证，于今年3月16日在南宁市一举抓获葛某、胡某等涉嫌销售假冒伪劣产品的12名骨干成员。据介绍，这个犯罪团伙诱人参与的手段是，购买一盒398元的“御淑丹”即可...,2012-03-26 19:04,http://www.njdaily.cn/2012/0326/111018.shtml
陈刚督办市人大代表《加大假冒伪劣商品打击力度》建议,...网讯（记者  韦铭）  在市十四届人大五次会议上，市人大代表孔德华等提交了题为《加大假冒伪劣商品打击力度》的建议。6月1日，副市长陈刚率建议承办单位及部分市人大代表，对该建议办理情况进行专题...保障各项执法工作的开展；强化舆论宣传，营造打假治劣的浓厚氛围。要加大对食品药品、农资产品、知识产权3类领域假冒伪劣行为打击力度，对制假售假大案做到案情没查清不放过，源头和流向没查清不放过，责任人没依法处理不放过...,2012-06-02 07:36,http://www.njdaily.cn/2012/0602/152763.shtml
装饰装修材料市场现假冒伪劣产品,...：“由于消费者很难通过产品判断是否合格，很多不正规的装修队伍知假买假，给了假冒伪劣产品流通机会。建议消费者选择正规店面，选购时查验生产厂名、产品合格证、使用说明书等是否...，查看是否有专业质检机构出具的检验合格报告，购买后应索要正规发票。同时行业协会呼吁推行禁入制，将生产和销售假冒伪劣产品的厂家和经销商列入黑名单。”                                    ,2013-10-24 14:34,http://house.njdaily.cn/2013/1024/629979.shtml
装饰装修材料市场现假冒伪劣产品,...表示：“由于消费者很难通过产品判断是否合格，很多不正规的装修队伍知假买假，给了假冒伪劣产品流通机会。建议消费者选择正规店面，选购时查验生产厂名、产品合格证、使用说明书等是否齐全，查看是否有专业质检机构出具的检验合格报告，购买后应索要正规发票。同时行业协会呼吁推行禁入制，将生产和销售假冒伪劣产品的厂家和经销商列入黑名单。”,2014-01-02 11:31,http://house.njdaily.cn/2014/0102/713867.shtml
湖南黑茶“身价”飙升遭假冒伪劣 专家支招辨真伪,...合格，产品质量无法保证，五是黑茶年份造假，造假者往往欺骗消费者说是几十年的老黑茶等等。假冒伪劣黑茶，不仅侵害了消费者的权益，对于摆脱“边销茶”历史并不久的湖南黑茶，树立良好产业整体形象也是极大危害。杨志鸿说，在国际消费者节到来之际，希望通过这次活动，让消费者多了解鉴别黑茶的相关知识，购买的时候多看看多闻闻尽量避免买到假冒伪劣.,2014-05-16 09:15,http://www.njdaily.cn/2014/0516/838322.shtml
网购纸尿裤过半消费者遭遇假冒伪劣,...调查，9日共同发布了《婴儿纸尿裤消费行为调查报告》。报告显示，有超过五成消费者网购纸尿裤时遭遇过假冒伪劣问题。如今，婴儿纸尿裤替代了传统尿布成为主要育儿用品之一。作为消耗品，购买婴儿纸尿裤是家庭中的一笔不...均不足两成。电商的发展在改变人们传统消费习惯的同时，也暴露出诸多问题，首当其冲的便是假冒伪劣。本次调查结果显示，有50.61％的消费者网购纸尿裤时遇到过此类现象。此外，售后服务问题也十分棘手，...,2015-07-11 11:28,http://www.njdaily.cn/2015/0711/1165018.shtml
调查称近半汽配厂使用假冒伪劣配件,...质检总局副局长吴清海指出，目前汽车售后服务市场规模超过4500亿元，然而专项调查发现，近半数厂家使用假冒伪劣配件，近四成的消费者曾遭遇过隐形或强制消费，汽配市场质量亟待提高，希望通过本次活动实现推广...行促进会对北京、天津、上海、重庆等12个省区市部分企业的汽车售后服务专项调查发现，近半数厂家使用假冒伪劣配件，近四成的消费者曾遭遇过隐形消费或强制消费，汽配市场呼唤正品。“所谓‘正品’，就是完全符合...,2015-08-17 14:36,http://www.njdaily.cn/2015/0817/1192258.shtml
南京无良公司违规生产销售假冒伪劣食品,网络促销产品大卖无良公司违规生产销售假冒伪劣食品南报网讯（通讯员 栖文轩 记者 周爱明） 中秋、国庆即将来临，通过网络购买商品已经成为越来越多的消费者的首选。但消费者在选购商品...后，未经检验便进行分装，冒充合格产品进行网络销售，涉案价值15万余元。近日，栖霞警方破获了这起以次充好、假冒伪劣食品案件。目前，该公司法人已被警方依法采取刑事强制措施。今年6月30日，栖霞区市场监督管理局立案查处南京某...,2015-09-24 20:03,http://www.njdaily.cn/2015/0924/1222850.shtml
假冒伪劣盛行、代理乱象频发 微商野蛮生长何时休？,...完全统计，中国微商的从业人数已逾千万，市场规模超过900亿元。然而，微商发展中时常出现的假冒伪劣商品盛行、消费者维权难等问题，以及商家无节制发展代理、非法集资等症结，也使其“繁荣”备受质疑……中消协...。那么，微商发展中有何乱象、缘何频出、如何监管、走向何方？本报记者为此展开调查。问题：假冒伪劣+代理乱象■消费者投诉集中在商品质量与售后保障方面，代理商捐款跑路现象屡见不鲜消费者邓小姐日前在微信上...,2016-08-11 07:18,http://www.njdaily.cn/2016/0811/1457729.shtml
京东天猫平台进口蜂胶为假冒伪劣 被指可私人订制,...表示。在现时的电商平台上，甚至出现进口蜂胶比国产更便宜的情况。其背后，则是整个蜂胶市场的假冒伪劣之滥。消费者对国产蜂胶信心低蜂胶是工蜂采集植物树脂等分泌物，混以蜂蜜蜡腺等腺体的分泌物...检验，给进口蜂胶提供了一个‘良好’的平台。”一家蜂胶企业负责人认为，跨境电商这一方式至少给国外的假冒伪劣产品提供了一个窗口。“一些品牌根本就是国内产品，经由保税区后，摇身一变，打起了进口的幌子。”他认为，跨境电...,2016-11-14 17:29,http://www.njdaily.cn/2016/1114/1523339.shtml
天津检方介入独流镇制售假冒伪劣调味品案件,（原标题：天津检察机关介入独流镇制售假冒伪劣调味品系列案件侦查）天津市静海区独流镇制售假冒伪劣调味品事件经媒体曝光后，天津市、静海区两级检察院高度...,2017-01-23 21:56,http://www.njdaily.cn/2017/0123/1563951.shtml
南财一项调查显示 七成大学生网购遭遇假冒伪劣 ,南财一项调查显示七成大学生网购遭遇假冒伪劣  南报网讯 （通讯员 龚莉红 记者 谈洁)昨天是“3·15”，南京财经大学外国语学院的崔若愚等7位同学通过校园微信平台对300多位...痒，去医院检查后，医生说是化妆品的问题。回去后又仔细看了产品，才知道自己买的是三无产品。” 购买到假冒伪劣产品，大学生怎么办？调查显示，占67%的同学会选择联系卖家或购物平台的客服，12.33%的同学会选择向相关部门投诉或...,2017-03-16 13:29,http://www.njdaily.cn/2017/0316/1591461.shtml
“问责”，也是有假冒伪劣的,...能赚钱”的报道早已冲淡了强拆事件的阴影。这“诗画”越“美丽”，对负责强拆官员的处罚肯定越下不去手，毕竟当初他也只是“跟着笛子跳舞”，受人指派的，让他一人受罪，于心何忍？若从这个角度看，要对假冒伪劣的“问责”说“不”谈何容易。在利益最大化这魔鬼的驱使下，那些能够直接跟“不畏死”的“刁民”肉搏战的人，没有功劳也有苦劳，没有苦劳也有疲劳，最后又往往得拿他们去“问责”，这不是比窦娥还“冤”吗？让他们先“...,2011-12-08 09:39,http://www.njdaily.cn/2011/1208/52579.shtml
广西今年查处300余件假冒伪劣食品案件,南报网讯 记者30日从广西工商部门获悉，广西工商系统在今年开展的流通环节食品安全专项整治工作中，查处假冒伪劣商品案件375件，案值135.56万元，有力打击了各类危害食品安全的行为。2012年广西将构建覆盖城乡市场一体化的...,2011-12-30 16:28,http://www.njdaily.cn/2011/1230/65573.shtml
广西今年查处300余件假冒伪劣食品案件,南报网讯 记者30日从广西工商部门获悉，广西工商系统在今年开展的流通环节食品安全专项整治工作中，查处假冒伪劣商品案件375件，案值135.56万元，有力打击了各类危害食品安全的行为。2012年广西将构建覆盖城乡市场一体化的...,2011-12-30 16:39,http://www.njdaily.cn/2011/1230/65586.shtml
假冒伪劣美瞳：贴牌美瞳成本7元小心“伤瞳”,爱美的女性只要戴上一副“美瞳”，就能立刻让眼睛变得大而明亮，但伪劣“美瞳”很可能让人“伤瞳”。昨天下午，徐汇区检察院召开新闻发布会，公布一起由公安部督办，涉及上海、广州、青岛三地的特大非法制售假冒伪劣彩色隐形眼镜案。在这起案件中，公安机关当场查扣各类彩色隐形眼镜100余万瓶，所贴商标品牌十几种，徐汇区检察院在审查批捕阶段已经鉴定确定为伪劣产品的至少有14余万瓶。目前该案已被徐汇区检察院提起公诉。...,2013-04-09 15:15,http://www.njdaily.cn/2013/0409/373282.shtml
